source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0071345,cellular response to cytokine stimulus,7.160723631105703e-07,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."" [GOC:mah]",839,35,13,21031,0.37142857142857144,0.015494636471990465,query_1,"['GO:0034097', 'GO:0071310']"
WP,WP:WP3617,Photodynamic therapy induced NF kB survival signaling,7.47395273327485e-07,True,Photodynamic therapy induced NF kB survival signaling,35,35,6,8286,0.17142857142857143,0.17142857142857143,query_1,['WP:000000']
GO:MF,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",7.688773978352845e-07,True,"""A DNA-binding transcription factor activity that modulates the transcription of specific gene sets transcribed by RNA polymerase II."" [GOC:txnOH-2018]",1351,35,15,20212,0.42857142857142855,0.011102886750555145,query_1,['GO:0003700']
KEGG,KEGG:04668,TNF signaling pathway,7.895548762875399e-07,True,TNF signaling pathway,113,34,8,8484,0.23529411764705882,0.07079646017699115,query_1,['KEGG:00000']
KEGG,KEGG:01524,Platinum drug resistance,7.934168854857672e-07,True,Platinum drug resistance,72,34,7,8484,0.20588235294117646,0.09722222222222222,query_1,['KEGG:00000']
GO:BP,GO:1901699,cellular response to nitrogen compound,8.095373429879892e-07,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]",672,35,12,21031,0.34285714285714286,0.017857142857142856,query_1,"['GO:0070887', 'GO:1901698']"
HP,HP:0011793,Neoplasm by anatomical site,8.760957093889003e-07,True,Neoplasm categorized according to the anatomical site of origin of the neoplasm.,861,31,21,4958,0.6774193548387096,0.024390243902439025,query_1,['HP:0002664']
GO:BP,GO:1901796,regulation of signal transduction by p53 class mediator,9.132038969655604e-07,True,"""Any process that modulates the frequency, rate or extent of signal transduction by p53 class mediator."" [GOC:TermGenie]",109,35,7,21031,0.2,0.06422018348623854,query_1,"['GO:0072331', 'GO:1902531']"
GO:BP,GO:0072331,signal transduction by p53 class mediator,9.210874998299224e-07,True,"""An intracellular signaling process that is induced by the cell cycle regulator phosphoprotein p53 or an equivalent protein."" [GOC:mah]",181,35,8,21031,0.22857142857142856,0.04419889502762431,query_1,['GO:0035556']
GO:MF,GO:0034056,estrogen response element binding,9.477857796461495e-07,True,"""Binding to an estrogen response element (ERE), a conserved sequence found in the promoters of genes whose expression is regulated in response to estrogen."" [GOC:ecd, PMID:15036253, PMID:17975005]",11,35,4,20212,0.11428571428571428,0.36363636363636365,query_1,['GO:0000978']
GO:BP,GO:0071478,cellular response to radiation,9.623310966521373e-07,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:mah]",182,35,8,21031,0.22857142857142856,0.04395604395604396,query_1,"['GO:0009314', 'GO:0071214']"
GO:BP,GO:0007565,female pregnancy,9.623310966521373e-07,True,"""The set of physiological processes that allow an embryo or foetus to develop within the body of a female animal. It covers the time from fertilization of a female ovum by a male spermatozoon until birth."" [ISBN:0192800825]",182,35,8,21031,0.22857142857142856,0.04395604395604396,query_1,"['GO:0044703', 'GO:0044706']"
GO:BP,GO:0022402,cell cycle process,9.73800296870937e-07,True,"""The cellular process that ensures successive accurate and complete genome replication and chromosome segregation."" [GOC:isa_complete, GOC:mtg_cell_cycle]",1276,35,15,21031,0.42857142857142855,0.011755485893416929,query_1,"['GO:0007049', 'GO:0009987']"
GO:MF,GO:0000977,RNA polymerase II transcription regulatory region sequence-specific DNA binding,1.0603572601196083e-06,True,"""Binding to a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."" [GOC:txnOH]",1383,35,15,20212,0.42857142857142855,0.010845986984815618,query_1,['GO:0000976']
GO:BP,GO:0010721,negative regulation of cell development,1.081746803671378e-06,True,"""Any process that decreases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:BHF, GOC:dph, GOC:tb]",279,35,9,21031,0.2571428571428571,0.03225806451612903,query_1,"['GO:0045596', 'GO:0048468', 'GO:0060284']"
GO:BP,GO:0036211,protein modification process,1.1175929527194672e-06,True,"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:bf, GOC:jl]",3031,35,21,21031,0.6,0.006928406466512702,query_1,"['GO:0019538', 'GO:0043412']"
GO:BP,GO:0032101,regulation of response to external stimulus,1.2271848935493644e-06,True,"""Any process that modulates the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]",1077,35,14,21031,0.4,0.012999071494893221,query_1,"['GO:0009605', 'GO:0048583']"
KEGG,KEGG:04071,Sphingolipid signaling pathway,1.2717477664447286e-06,True,Sphingolipid signaling pathway,120,34,8,8484,0.23529411764705882,0.06666666666666667,query_1,['KEGG:00000']
GO:BP,GO:0061138,morphogenesis of a branching epithelium,1.2986775093396304e-06,True,"""The process in which the anatomical structures of a branched epithelium are generated and organized."" [GOC:dph]",189,35,8,21031,0.22857142857142856,0.042328042328042326,query_1,"['GO:0001763', 'GO:0002009']"
KEGG,KEGG:04919,Thyroid hormone signaling pathway,1.3580402607709242e-06,True,Thyroid hormone signaling pathway,121,34,8,8484,0.23529411764705882,0.06611570247933884,query_1,['KEGG:00000']
GO:BP,GO:0045937,positive regulation of phosphate metabolic process,1.3971131044988703e-06,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]",705,35,12,21031,0.34285714285714286,0.01702127659574468,query_1,"['GO:0006796', 'GO:0010562', 'GO:0019220']"
GO:BP,GO:0010562,positive regulation of phosphorus metabolic process,1.3971131044988703e-06,True,"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:dph, GOC:tb]",705,35,12,21031,0.34285714285714286,0.01702127659574468,query_1,"['GO:0006793', 'GO:0031325', 'GO:0051174']"
GO:BP,GO:0009605,response to external stimulus,1.402524218826913e-06,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."" [GOC:hb]",2723,35,20,21031,0.5714285714285714,0.007344840249724568,query_1,['GO:0050896']
WP,WP:WP3303,RAC1 PAK1 p38 MMP2 pathway,1.423357490408404e-06,True,RAC1 PAK1 p38 MMP2 pathway,68,35,7,8286,0.2,0.10294117647058823,query_1,['WP:000000']
REAC,REAC:R-HSA-69231,Cyclin D associated events in G1,1.457720740613402e-06,True,Cyclin D associated events in G1,46,33,6,10842,0.18181818181818182,0.13043478260869565,query_1,['REAC:R-HSA-69236']
REAC,REAC:R-HSA-69236,G1 Phase,1.457720740613402e-06,True,G1 Phase,46,33,6,10842,0.18181818181818182,0.13043478260869565,query_1,['REAC:R-HSA-453279']
GO:BP,GO:0001775,cell activation,1.4694860536507394e-06,True,"""A multicellular organismal process by which exposure to an activating factor such as a cellular or soluble ligand results in a change in the morphology or behavior of a cell."" [GOC:mgi_curators]",1092,35,14,21031,0.4,0.01282051282051282,query_1,"['GO:0009987', 'GO:0032501']"
WP,WP:WP2203,Thymic stromal lymphopoietin TSLP signaling pathway,1.4843154343226793e-06,True,Thymic stromal lymphopoietin TSLP signaling pathway,39,35,6,8286,0.17142857142857143,0.15384615384615385,query_1,['WP:000000']
WP,WP:WP4564,Neural crest cell migration during development,1.4843154343226793e-06,True,Neural crest cell migration during development,39,35,6,8286,0.17142857142857143,0.15384615384615385,query_1,['WP:000000']
GO:BP,GO:0045165,cell fate commitment,1.5207976266070636e-06,True,"""The cellular developmental process by which a cell establishes the intrinsic character of a cell or tissue region irreversibly committing it to a particular fate."" [ISBN:0716731185]",290,35,9,21031,0.2571428571428571,0.03103448275862069,query_1,"['GO:0030154', 'GO:0048869']"
GO:BP,GO:0070848,response to growth factor,1.538296091413775e-06,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:BHF, GOC:mah]",711,35,12,21031,0.34285714285714286,0.016877637130801686,query_1,['GO:0009719']
WP,WP:WP5130,Th17 cell differentiation pathway,1.5793544726672732e-06,True,Th17 cell differentiation pathway,69,35,7,8286,0.2,0.10144927536231885,query_1,['WP:000000']
GO:MF,GO:0140110,transcription regulator activity,1.6503504971046683e-06,True,"""A molecular function that controls the rate, timing and/or magnitude of gene transcription. The function of transcriptional regulators is to modulate gene expression at the transcription step so that they are expressed in the right cell at the right time and in the right amount throughout the life of the cell and the organism. Genes are transcriptional units, and include bacterial operons."" [GOC:pg, GOC:txnOH-2018, Wikipedia:Transcription_factor]",1952,35,17,20212,0.4857142857142857,0.008709016393442622,query_1,['GO:0003674']
GO:BP,GO:0033598,mammary gland epithelial cell proliferation,1.677514302017566e-06,True,"""The multiplication or reproduction of mammary gland epithelial cells, resulting in the expansion of a cell population. Mammary gland epithelial cells make up the covering of surfaces of the mammary gland. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk."" [GOC:dph, GOC:mah]",28,35,5,21031,0.14285714285714285,0.17857142857142858,query_1,"['GO:0050673', 'GO:0061180']"
GO:BP,GO:0051128,regulation of cellular component organization,1.6813306806636173e-06,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",2425,35,19,21031,0.5428571428571428,0.007835051546391752,query_1,"['GO:0016043', 'GO:0050794']"
HP,HP:0002733,Abnormal lymph node morphology,1.6988054078986066e-06,True,A structural lymph node abnormality.,257,31,13,4958,0.41935483870967744,0.05058365758754864,query_1,['HP:0100763']
WP,WP:WP5381,Smith Magenis and Potocki Lupski syndrome copy number variation,1.799701559010141e-06,True,Smith Magenis and Potocki Lupski syndrome copy number variation,159,35,9,8286,0.2571428571428571,0.05660377358490566,query_1,['WP:000000']
GO:BP,GO:0051241,negative regulation of multicellular organismal process,1.8177614367014187e-06,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of an organismal process, the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]",1110,35,14,21031,0.4,0.012612612612612612,query_1,"['GO:0032501', 'GO:0048519', 'GO:0051239']"
WP,WP:WP2034,Leptin signaling pathway,1.9352260371151893e-06,True,Leptin signaling pathway,71,35,7,8286,0.2,0.09859154929577464,query_1,['WP:000000']
GO:BP,GO:0001558,regulation of cell growth,2.163166685313914e-06,True,"""Any process that modulates the frequency, rate, extent or direction of cell growth."" [GOC:go_curators]",424,35,10,21031,0.2857142857142857,0.02358490566037736,query_1,"['GO:0016049', 'GO:0040008', 'GO:0051128']"
HP,HP:0005249,Functional intestinal obstruction,2.212139686633583e-06,True,Functional intestinal obstruction,10,31,5,4958,0.16129032258064516,0.5,query_1,['HP:0004796']
GO:BP,GO:0030518,intracellular steroid hormone receptor signaling pathway,2.2669128412463555e-06,True,"""The series of molecular signals initiated by a steroid binding to an intracellular steroid hormone receptor."" [GOC:mah, GOC:signaling]",124,35,7,21031,0.2,0.056451612903225805,query_1,"['GO:0030522', 'GO:0043401']"
WP,WP:WP4216,Chromosomal and microsatellite instability in colorectal cancer ,2.3569245523996966e-06,True,Chromosomal and microsatellite instability in colorectal cancer ,73,35,7,8286,0.2,0.0958904109589041,query_1,['WP:000000']
WP,WP:WP4565,Neural crest cell migration in cancer,2.3650865198762674e-06,True,Neural crest cell migration in cancer,42,35,6,8286,0.17142857142857143,0.14285714285714285,query_1,['WP:000000']
GO:BP,GO:0044703,multi-organism reproductive process,2.3780580064786614e-06,True,"""A biological process that directly contributes to the process of producing new individuals, involving another organism."" [GOC:jl]",204,35,8,21031,0.22857142857142856,0.0392156862745098,query_1,['GO:0022414']
GO:BP,GO:0030855,epithelial cell differentiation,2.4204863556308647e-06,True,"""The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell, any of the cells making up an epithelium."" [GOC:ecd, PMID:11839751]",740,35,12,21031,0.34285714285714286,0.016216216216216217,query_1,"['GO:0030154', 'GO:0060429']"
GO:BP,GO:0001763,morphogenesis of a branching structure,2.4717881726390174e-06,True,"""The process in which the anatomical structures of branches are generated and organized. A branch is a division or offshoot from a main stem. Examples in animals would include blood vessels, nerves, lymphatics and other endothelial or epithelial tubes."" [ISBN:0721662544]",205,35,8,21031,0.22857142857142856,0.03902439024390244,query_1,"['GO:0009653', 'GO:0032501']"
GO:BP,GO:0050794,regulation of cellular process,2.4749144065550147e-06,True,"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]",11738,35,35,21031,1.0,0.002981768614755495,query_1,"['GO:0009987', 'GO:0050789']"
GO:BP,GO:0030334,regulation of cell migration,2.64955387125367e-06,True,"""Any process that modulates the frequency, rate or extent of cell migration."" [GOC:go_curators]",934,35,13,21031,0.37142857142857144,0.013918629550321198,query_1,"['GO:0016477', 'GO:2000145']"
REAC,REAC:R-HSA-9634638,Estrogen-dependent nuclear events downstream of ESR-membrane signaling,2.6769589690698765e-06,True,Estrogen-dependent nuclear events downstream of ESR-membrane signaling,24,33,5,10842,0.15151515151515152,0.20833333333333334,query_1,['REAC:R-HSA-9009391']
GO:BP,GO:0030099,myeloid cell differentiation,2.8936181819535494e-06,True,"""The process in which a relatively unspecialized myeloid precursor cell acquires the specialized features of any cell of the myeloid leukocyte, megakaryocyte, thrombocyte, or erythrocyte lineages."" [GOC:add, ISBN:0781735149]",437,35,10,21031,0.2857142857142857,0.02288329519450801,query_1,"['GO:0030097', 'GO:0030154']"
GO:BP,GO:0018105,peptidyl-serine phosphorylation,2.9901136031950284e-06,True,"""The phosphorylation of peptidyl-serine to form peptidyl-O-phospho-L-serine."" [RESID:AA0037]",210,35,8,21031,0.22857142857142856,0.0380952380952381,query_1,"['GO:0006468', 'GO:0018209']"
GO:BP,GO:0071479,cellular response to ionizing radiation,3.042343160601847e-06,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."" [GOC:mah]",70,35,6,21031,0.17142857142857143,0.08571428571428572,query_1,"['GO:0010212', 'GO:0071478']"
KEGG,KEGG:04210,Apoptosis,3.2166699039275377e-06,True,Apoptosis,135,34,8,8484,0.23529411764705882,0.05925925925925926,query_1,['KEGG:00000']
GO:BP,GO:0062012,regulation of small molecule metabolic process,3.2322155463510227e-06,True,"""Any process that modulates the rate, frequency or extent of a small molecule metabolic process."" [GOC:vw]",316,35,9,21031,0.2571428571428571,0.028481012658227847,query_1,"['GO:0019222', 'GO:0044281']"
GO:BP,GO:0016070,RNA metabolic process,3.244119565330032e-06,True,"""The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."" [ISBN:0198506732]",6946,35,29,21031,0.8285714285714286,0.0041750647854880505,query_1,['GO:0090304']
GO:CC,GO:0032991,protein-containing complex,3.3199830424699005e-06,True,"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together."" [GOC:dos, GOC:mah]",8588,35,30,22097,0.8571428571428571,0.0034932463903120633,query_1,['GO:0005575']
GO:BP,GO:0044706,multi-multicellular organism process,3.344327214675288e-06,True,"""A multicellular organism process which involves another multicellular organism of the same or different species."" [GOC:jl]",213,35,8,21031,0.22857142857142856,0.03755868544600939,query_1,['GO:0032501']
REAC,REAC:R-HSA-453279,Mitotic G1 phase and G1/S transition,3.390803323431404e-06,True,Mitotic G1 phase and G1/S transition,147,33,8,10842,0.24242424242424243,0.05442176870748299,query_1,['REAC:R-HSA-69278']
REAC,REAC:R-HSA-9018519,Estrogen-dependent gene expression,3.390803323431404e-06,True,Estrogen-dependent gene expression,147,33,8,10842,0.24242424242424243,0.05442176870748299,query_1,['REAC:R-HSA-8939211']
MIRNA,MIRNA:hsa-miR-29a-3p,hsa-miR-29a-3p,3.4228718567186734e-06,True,hsa-miR-29a-3p,263,35,9,14819,0.2571428571428571,0.034220532319391636,query_1,['MIRNA:000000']
GO:BP,GO:0021782,glial cell development,3.5160295175202846e-06,True,"""The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]",132,35,7,21031,0.2,0.05303030303030303,query_1,"['GO:0010001', 'GO:0048468']"
HP,HP:0034335,Inheritance qualifier,3.5658899223147656e-06,True,The terms in this hierarchy can be used to specificy the context in which inheritance of a disease is typically observed.,333,31,14,4958,0.45161290322580644,0.042042042042042045,query_1,['HP:0000005']
WP,WP:WP179,Cell cycle,3.607861868842461e-06,True,Cell cycle,120,35,8,8286,0.22857142857142856,0.06666666666666667,query_1,['WP:000000']
MIRNA,MIRNA:hsa-miR-205-5p,hsa-miR-205-5p,3.746474926209344e-06,True,hsa-miR-205-5p,182,35,8,14819,0.22857142857142856,0.04395604395604396,query_1,['MIRNA:000000']
MIRNA,MIRNA:hsa-miR-155-5p,hsa-miR-155-5p,3.760187580682325e-06,True,hsa-miR-155-5p,921,35,14,14819,0.4,0.01520086862106406,query_1,['MIRNA:000000']
REAC,REAC:R-HSA-109606,Intrinsic Pathway for Apoptosis,3.951110434726384e-06,True,Intrinsic Pathway for Apoptosis,54,33,6,10842,0.18181818181818182,0.1111111111111111,query_1,['REAC:R-HSA-109581']
GO:BP,GO:0043085,positive regulation of catalytic activity,3.963193330541458e-06,True,"""Any process that activates or increases the activity of an enzyme."" [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]",773,35,12,21031,0.34285714285714286,0.015523932729624839,query_1,"['GO:0044093', 'GO:0050790']"
GO:BP,GO:0002360,T cell lineage commitment,4.026992771035236e-06,True,"""The process in which a lymphoid progenitor cell becomes committed to becoming any type of T cell."" [GOC:add, ISBN:0781735149]",33,35,5,21031,0.14285714285714285,0.15151515151515152,query_1,"['GO:0030217', 'GO:0045165']"
GO:BP,GO:0007167,enzyme-linked receptor protein signaling pathway,4.036377701889022e-06,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, ISBN:0815316194]",967,35,13,21031,0.37142857142857144,0.01344364012409514,query_1,['GO:0007166']
GO:BP,GO:0001934,positive regulation of protein phosphorylation,4.065769038744606e-06,True,"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to amino acids within a protein."" [GOC:hjd]",603,35,11,21031,0.3142857142857143,0.01824212271973466,query_1,"['GO:0001932', 'GO:0006468', 'GO:0031401', 'GO:0042327']"
WP,WP:WP2586,Aryl hydrocarbon receptor pathway,4.172509890988645e-06,True,Aryl hydrocarbon receptor pathway,46,35,6,8286,0.17142857142857143,0.13043478260869565,query_1,['WP:000000']
REAC,REAC:R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,4.575801779047598e-06,True,Signaling by Receptor Tyrosine Kinases,505,33,12,10842,0.36363636363636365,0.023762376237623763,query_1,['REAC:R-HSA-162582']
GO:BP,GO:0018209,peptidyl-serine modification,4.634189147108218e-06,True,"""The modification of peptidyl-serine."" [GOC:go_curators]",222,35,8,21031,0.22857142857142856,0.036036036036036036,query_1,['GO:0018193']
WP,WP:WP1539,Angiogenesis,5.565662195685277e-06,True,Angiogenesis,24,35,5,8286,0.14285714285714285,0.20833333333333334,query_1,['WP:000000']
GO:BP,GO:0043401,steroid hormone mediated signaling pathway,5.578955740972785e-06,True,"""The series of molecular signals mediated by a steroid hormone binding to a receptor."" [PMID:12606724]",141,35,7,21031,0.2,0.04964539007092199,query_1,"['GO:0009755', 'GO:0071383']"
GO:BP,GO:0048870,cell motility,5.71518462853939e-06,True,"""Any process involved in the controlled self-propelled movement of a cell that results in translocation of the cell from one place to another."" [GOC:dgh, GOC:dph, GOC:isa_complete, GOC:mlg]",1709,35,16,21031,0.45714285714285713,0.009362200117027502,query_1,['GO:0009987']
GO:BP,GO:0071356,cellular response to tumor necrosis factor,5.716212696289288e-06,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a tumor necrosis factor stimulus."" [GOC:mah]",228,35,8,21031,0.22857142857142856,0.03508771929824561,query_1,"['GO:0034612', 'GO:0071345']"
GO:BP,GO:0071456,cellular response to hypoxia,5.861374970855087e-06,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:mah]",142,35,7,21031,0.2,0.04929577464788732,query_1,"['GO:0001666', 'GO:0033554', 'GO:0036294']"
GO:BP,GO:0042592,homeostatic process,5.862435960273767e-06,True,"""Any biological process involved in the maintenance of an internal steady state."" [GOC:jl, ISBN:0395825172]",1712,35,16,21031,0.45714285714285713,0.009345794392523364,query_1,['GO:0008150']
GO:BP,GO:0043523,regulation of neuron apoptotic process,5.916330493262397e-06,True,"""Any process that modulates the occurrence or rate of cell death by apoptotic process in neurons."" [GOC:go_curators, GOC:mtg_apoptosis]",229,35,8,21031,0.22857142857142856,0.034934497816593885,query_1,"['GO:0042981', 'GO:0051402']"
GO:BP,GO:0022407,regulation of cell-cell adhesion,6.707043301445218e-06,True,"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell."" [GOC:isa_complete]",477,35,10,21031,0.2857142857142857,0.020964360587002098,query_1,"['GO:0030155', 'GO:0098609']"
GO:BP,GO:0045785,positive regulation of cell adhesion,6.707043301445218e-06,True,"""Any process that activates or increases the frequency, rate or extent of cell adhesion."" [GOC:go_curators]",477,35,10,21031,0.2857142857142857,0.020964360587002098,query_1,"['GO:0007155', 'GO:0030155', 'GO:0048522']"
KEGG,KEGG:05170,Human immunodeficiency virus 1 infection,6.775149356152302e-06,True,Human immunodeficiency virus 1 infection,210,34,9,8484,0.2647058823529412,0.04285714285714286,query_1,['KEGG:00000']
WP,WP:WP395,IL 4 signaling pathway,6.993848190482559e-06,True,IL 4 signaling pathway,50,35,6,8286,0.17142857142857143,0.12,query_1,['WP:000000']
GO:MF,GO:0016538,cyclin-dependent protein serine/threonine kinase regulator activity,7.214840060941641e-06,True,"""Modulates the activity of a cyclin-dependent protein serine/threonine kinase, enzymes of the protein kinase family that are regulated through association with cyclins and other proteins."" [GOC:pr, GOC:rn, PMID:7877684, PMID:9442875]",48,35,5,20212,0.14285714285714285,0.10416666666666667,query_1,['GO:0019887']
GO:BP,GO:0010467,gene expression,7.639154747957537e-06,True,"""The process in which a gene's sequence is converted into a mature gene product (protein or RNA). This includes the production of an RNA transcript and its processing, as well as translation and maturation for protein-coding genes."" [GOC:txnOH-2018, PMID:25934543, PMID:31580950]",9214,35,32,21031,0.9142857142857143,0.0034729759062296505,query_1,['GO:0009059']
WP,WP:WP2815,Mammary gland development pathway Involution Stage 4 of 4 ,7.642200634844314e-06,True,Mammary gland development pathway Involution Stage 4 of 4 ,10,35,4,8286,0.11428571428571428,0.4,query_1,['WP:000000']
GO:CC,GO:0000307,cyclin-dependent protein kinase holoenzyme complex,7.918006959214154e-06,True,"""Cyclin-dependent protein kinases (CDKs) are enzyme complexes that contain a kinase catalytic subunit associated with a regulatory cyclin partner."" [GOC:krc, PMID:11602261]",59,35,5,22097,0.14285714285714285,0.0847457627118644,query_1,['GO:1902554']
GO:BP,GO:0002573,myeloid leukocyte differentiation,8.008353759935644e-06,True,"""The process in which a relatively unspecialized myeloid precursor cell acquires the specialized features of any cell of the myeloid leukocyte lineage."" [GOC:add, PMID:16551251]",238,35,8,21031,0.22857142857142856,0.03361344537815126,query_1,"['GO:0002521', 'GO:0030099']"
WP,WP:WP254,Apoptosis,8.107688089724754e-06,True,Apoptosis,87,35,7,8286,0.2,0.08045977011494253,query_1,['WP:000000']
KEGG,KEGG:05142,Chagas disease,8.540243594405494e-06,True,Chagas disease,101,34,7,8484,0.20588235294117646,0.06930693069306931,query_1,['KEGG:00000']
WP,WP:WP5216,Warburg effect modulated by deubiquitinating enzymes and their substrates,8.561579177555579e-06,True,Warburg effect modulated by deubiquitinating enzymes and their substrates,26,35,5,8286,0.14285714285714285,0.19230769230769232,query_1,['WP:000000']
GO:BP,GO:0006954,inflammatory response,8.704519902432004e-06,True,"""The immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents. The process is characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages."" [GO_REF:0000022, ISBN:0198506732]",829,35,12,21031,0.34285714285714286,0.014475271411338963,query_1,['GO:0006952']
REAC,REAC:R-HSA-9675132,Diseases of cellular response to stress,8.859711590546601e-06,True,Diseases of cellular response to stress,3,33,3,10842,0.09090909090909091,1.0,query_1,['REAC:R-HSA-1643685']
REAC,REAC:R-HSA-9632693,Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects,8.859711590546601e-06,True,Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects,3,33,3,10842,0.09090909090909091,1.0,query_1,['REAC:R-HSA-9630747']
REAC,REAC:R-HSA-9632700,Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6,8.859711590546601e-06,True,Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6,3,33,3,10842,0.09090909090909091,1.0,query_1,['REAC:R-HSA-9632693']
REAC,REAC:R-HSA-9630750,Evasion of Oncogene Induced Senescence Due to p16INK4A Defects,8.859711590546601e-06,True,Evasion of Oncogene Induced Senescence Due to p16INK4A Defects,3,33,3,10842,0.09090909090909091,1.0,query_1,['REAC:R-HSA-9630747']
REAC,REAC:R-HSA-9630794,Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6,8.859711590546601e-06,True,Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6,3,33,3,10842,0.09090909090909091,1.0,query_1,['REAC:R-HSA-9630750']
REAC,REAC:R-HSA-9630747,Diseases of Cellular Senescence,8.859711590546601e-06,True,Diseases of Cellular Senescence,3,33,3,10842,0.09090909090909091,1.0,query_1,['REAC:R-HSA-9675132']
GO:BP,GO:0009411,response to UV,8.99896634262481e-06,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers."" [GOC:hb]",151,35,7,21031,0.2,0.046357615894039736,query_1,['GO:0009416']
HP,HP:0004377,Hematological neoplasm,9.675860156803546e-06,True,Neoplasms located in the blood and blood-forming tissue (the bone marrow and lymphatic tissue).,296,31,13,4958,0.41935483870967744,0.04391891891891892,query_1,"['HP:0001871', 'HP:0011793']"
